Features;Accuracy
[2, 3, 4, 5, 6];86.4
[1, 3, 4, 5, 6];88.0
[1, 2, 4, 5, 6];86.2
[1, 2, 3, 5, 6];83.8
[1, 2, 3, 4, 6];76.4
[1, 2, 3, 4, 5];70.6
[3, 4, 5, 6];88.8
[1, 4, 5, 6];90.2
[1, 3, 5, 6];87.8
[1, 3, 4, 6];79.2
[1, 3, 4, 5];74.6
[4, 5, 6];94.19999999999999
[1, 5, 6];93.4
[1, 4, 6];79.2
[1, 4, 5];72.39999999999999
[5, 6];96.39999999999999
[4, 6];81.2
[4, 5];71.6
[6];83.0
[5];74.0
[];81.2
